brow_ratio,smile_up,mouth_open,mouth_width,head_roll,gaze_x,gaze_y,label,head_roll_abs
0.19995879721616283,-0.39180135489013473,0.0010798053694645543,0.31737777817247953,-6.28479960538165,0.36864150094899256,0.26318725545661714,confused,6.28479960538165
0.19400454764271008,-0.15636782045533784,0.012878125263748338,0.34464763129793086,-3.7929761703189557,0.1796557034941739,0.24112019832695303,confused,3.7929761703189557
0.1945874228930204,-0.15576016657309857,0.012285322813131029,0.34228861605211064,-3.9594365142983268,0.1770125058573282,0.2403780873626215,confused,3.9594365142983268
0.1931515021215916,-0.1552039227010783,0.014139831493558777,0.3352291131656032,-3.8384751217041804,0.1811552021316904,0.23747601437561144,confused,3.8384751217041804
0.2124364347669998,-0.1700602621013517,0.003970826574726753,0.3120101921452068,-0.4265385192832067,0.3586669563359948,0.37063647001754213,confused,0.4265385192832067
0.20823141481738255,-0.16751705871779568,0.0025295294419923164,0.3137237984912818,-0.35622860468904144,0.35335599579894394,0.368900308080541,confused,0.35622860468904144
0.20650051116759285,-0.16662217420311398,0.0015459842649421108,0.3074482345580008,-0.6012121469902995,0.3509033967682,0.3625829138222532,confused,0.6012121469902995
0.19833644643041162,-0.1844955656753328,0.02653754500859664,0.3558215631361282,-0.8733698928807213,0.2183603729318786,0.15868670553638414,confused,0.8733698928807213
0.19750675406718368,-0.18372700245745513,0.018248658423421105,0.3583266685050513,-0.9516170404445119,0.2136272234265668,0.1602733429863988,confused,0.9516170404445119
0.19815412395703105,-0.18637719668383906,0.015264024971651658,0.3554588776369988,-0.9451891533981638,0.21938321205561087,0.1586125865735446,confused,0.9451891533981638
0.20851478536429705,-0.20530716982683248,0.039052105188335434,0.3809780601530101,-1.9769216495874777,0.1917628933212127,0.1672484405997917,confused,1.9769216495874777
0.20348026436057365,-0.1953938464061442,0.023318570181506643,0.37579510492161383,-2.0052572848885983,0.18623631084153192,0.1625570307065055,confused,2.0052572848885983
0.20420209609153114,-0.19572262194387224,0.01966385515362327,0.3713319390813201,-2.127702991082507,0.19084086857971083,0.15891052837578723,confused,2.127702991082507
0.19984522735116125,-0.20090635465815807,0.0010905460271986374,0.33741794131564823,-1.0639134368152967,0.18754135340953684,0.24939417032876687,confused,1.0639134368152967
0.20319633032165227,-0.20250595686252185,0.0007298110585890658,0.33796328797541203,-1.1536839297735835,0.19156554025456143,0.2487213881044586,confused,1.1536839297735835
0.1986724997620485,-0.2038051550446413,0.0010505638905355834,0.3378466517627776,-1.2692456569257184,0.19843440095631518,0.25524427568620756,confused,1.2692456569257184
0.19753599867206875,-0.25819776187229015,0.00852032386540555,0.3683317023341387,-5.512365426843089,0.27916303967402856,0.26094481346961435,confused,5.512365426843089
0.19498579967173704,-0.25330641786763003,0.005229839150089289,0.3734464129310993,-5.559216836401171,0.28877027533003546,0.2513695519857327,confused,5.559216836401171
0.19778262831707638,-0.25293833161535706,0.005763526117937909,0.37818075708102983,-5.5069481817005626,0.26526606580492385,0.2538602795361848,confused,5.5069481817005626
0.23702661299170588,-0.3516340480483112,0.012695752082858607,0.34742673382228156,-3.969851081254906,0.2758221219208853,0.2764001291280132,confused,3.969851081254906
0.21818965747009017,-0.49069291326485415,0.13134071043549425,0.35135083410392143,-4.851829935584216,0.292824920266377,0.27161857174524195,confused,4.851829935584216
0.22825689684198053,-0.26530262604167,0.015164390311410009,0.38662611329627844,-5.590728563305495,0.266711765701554,0.28238084363749455,confused,5.590728563305495
0.22669541142292984,-0.30009676364068866,0.06030179745512346,0.39490037521339344,-0.6327169338711193,0.22877055238166372,0.30326250774921065,confused,0.6327169338711193
0.2370890883796088,-0.2987727725831114,0.002077793772151457,0.3549462120039304,-14.161288698769306,0.25730108850875993,0.2636207137526542,confused,14.161288698769306
0.2170716235952495,-0.12343562506307167,0.09530446050451007,0.4568850149063972,-2.489054050962016,0.1876125336609414,0.17885940679781312,happy,2.489054050962016
0.21818465835220163,-0.11709787086780701,0.09083157323162823,0.4624722421929356,-2.5661831247851086,0.20249592050510964,0.17543674063203168,happy,2.5661831247851086
0.21676135711656375,-0.11570517350066255,0.09137691002131743,0.46449780974326654,-2.536368622364765,0.18250682012326228,0.17264201070904148,happy,2.536368622364765
0.19711522083376012,-0.13518437848382206,0.07762868721036731,0.488313973070725,-2.640127720149178,0.30254634532018,0.10688504830147617,happy,2.640127720149178
0.1994700361838743,-0.13159321467995339,0.07845966636312558,0.491947612506482,-2.620643509923819,0.2765141169775869,0.10399171609343431,happy,2.620643509923819
0.19586300922121688,-0.1283698933607713,0.07376662262947346,0.49717567848890776,-2.9406118243778954,0.2994275333254394,0.10302848819688223,happy,2.9406118243778954
